TattooArtists	hate answering emails	20
TattooArtists	clients on instagram	20
TattooArtists	lost reference	15
TattooArtists	no reply	20
TattooArtists	calendar double booking	15
TattooArtists	phone notification	12
TattooArtists	google calendar	20
TattooArtists	excel spreadsheet bookings	10
TattooArtists	walk ins	20
TattooArtists	client list	20
