TattooArtists	reference photo instagram	20
TattooArtists	client keeps changing	15
TattooArtists	too many messages	15
TattooArtists	text back clients	15
TattooArtists	paper forms	15
TattooArtists	health form	12
TattooArtists	waiver signed	12
TattooArtists	waitlist spot	12
TattooArtists	reminder	20
TattooArtists	repeat client	15
